category,description
football,Please play #PowerByEXO of @weareoneEXO    #WorldCup       #FIFAStadiumDJ@FIFAWorldCup  Chen rubio ??? https://t.co/sH9YJCdaap
football,England will not win the world cup. #WorldCup #england
football,RT @fczenit_en: Russia through to the quarters and Sergio Ramos is crying.BEST. WORLD. CUP. EVER!#ESPRUS #WorldCup https://t.co/m1fuaflAZL
football,RT @lutsekeZA: IF THERE WERE XHOSA COMMENTATORS AT THE #WorldCup ?????? #worldcup2018 https://t.co/xyO2qPqTxi
football,"RT @MotoGP: All done and dusted at the #DutchGP, next up is the #GermanGP - the same weekend as the #WorldCup final! We guess @marcmarqueƒ??"
football,@FIFAWorldCup EXOPlease play #POWERbyEXO@weareoneEXO#FIFAStadiumDJ #WorldCup
football,RT @FIFAWorldCup: ?????The moment hosts Russia booked a place in the #WorldCup quarter-finalsƒ??Those celebrations ?? Highlights  ? httpsƒ??
football,"RT @MotoGP: All done and dusted at the #DutchGP, next up is the #GermanGP - the same weekend as the #WorldCup final! We guess @marcmarqueƒ??"
football,RT @TrendinFootball: GOOOOOAAALLLL! #Denmark make an incredible start! Disaster for #Croatia! A very scrappy goal! #WorldCup #CRODEN #CRO #ƒ??
football,RT @lili_chenbias21: @weareoneEXO Beautiful!!! @FIFAWorldCup @weareoneEXO #PowerByEXO #WorldCup #FIFAStadiumDJ #ChenLeague https://t.co/Tƒ??
football,RT @ThisHungryPanda: ƒ??spain is gonna win thisƒ?ƒ??easy game for spainƒ?ƒ??this is as far as russia goesƒ?#WorldCup #ESPRUS #RUSESP Putin- htƒ??
football,"Argentina's out. Italy didn't make it, Nederlands neither.Saddest World Cup EVER. #worldcup #FifaWorldCup2018"
football,RT @TrendinFootball: Mario Mandzukic EQUALIZES QUICKLY!!! Only 5 minutes into the #CRODEN match and we already have as many goals as we didƒ??
football,"RT @ContractBet: If you are looking for somewhere to #bet on the #WorldCup with #ETH , then look no further than https://t.co/V1vWZnyCp1, wƒ??"
football,"RT @SoccerInsider: Russia, Croatia, England, Colombia, Sweden or Switzerland will be in the #worldcup final on July 15. ???"
football,Monster#PowerByEXO #WorldCup #FIFAStadiumDJ #ChanyeolLeague @weareoneEXO @FIFAWorldCup
football,"RT @TrendinFootball: Despite Kasper Schmeichel's heroics for #DEN, it's Luka Modric's #CRO who go through, winning 3-2 on penalties! #CRODEƒ??"
football,RT @brfootball: A legend says goodbye to the #WorldCup ? https://t.co/9hR5qVfVPX
football,RT @WorIdCupUpdates: Kasper Schmeichel vs Croatia:Saves a penalty in Extra TimeSaves 2 penalties in the shootout.Still knocked out ofƒ??
football,"RT @ShShShShShSh555: I'm happy for #Russia winning. Especially since, you know, we colluded and all. Russia eliminates Spain after penaltyƒ??"
football,RT @8Fact_Footballl: ?? Kasper Schmeichel vs Croatia:? Saves penalty in Extra Time? Saves 2 penalties in shootout.? Still knocked outƒ??
football,RT @onlyrmcfnews: Luka Modric leads Croatia to the World Cup Quarter-finals after beating Denmark 3-2 on penalties. They will face Russia iƒ??
football,"Help me out here, fam. #WorldCup #BRAMEX https://t.co/ApWaoYCU5q"
football,"RT @FIFAWorldCup: ?? | ""Japan have never made it past the last eight, so we want to get there"" ??? Can @jfa_samuraiblue reach the #WorldCuƒ??"
football,"RT @UNICEF: Our #GoalOfTheDay comes from Ali, 12, in Iraq ?Show your support for refugee &amp; migrant children by taking our #LongestGoal chƒ??"
football,"RT @FIFAWorldCup: #POR's @Cristiano #ARG's #Messi#BRA's @neymarjr All three are still alive and kicking in the #WorldCup, will you be aƒ??"
football,"RT @EXOVotingSquad: @FIFAWorldCup Sports and Music are two of the main genre that unite the world regardless of language and race.""Power""ƒ??"
football,RT @TrollFootball: The #WorldCup of upsets https://t.co/lY4CU7fWYU
football,"RT @Bosslogic: So close, yet so far... #WorldCup #Cristiano #Ronaldo #Messi https://t.co/OMLo4C8hmd"
football,RT @guymallinson: 20% discount on all luxury #glamping here at Crafty Camping in deepest West #dorset until the end of the #WorldCup - enteƒ??
football,RT @FIFAWorldCup: ?????The moment hosts Russia booked a place in the #WorldCup quarter-finalsƒ??Those celebrations ?? Highlights  ? httpsƒ??
football,RT @shazzer42000: Tomorrow consider me a fan of Mexico. I really want them to do well. It's a tough match against Brazil but on your best gƒ??
football,RT @MisterHeartz: GG GN and GL #WorldCup https://t.co/3j3w9aMLcy
football,RT @FIFAWorldCup: ?????The moment hosts Russia booked a place in the #WorldCup quarter-finalsƒ??Those celebrations ?? Highlights  ? httpsƒ??
football,RT @realmadriden: ?? Croatia 1-1 ?? Denmark (3-2 pens)?? @lukamodric10? @Mateo_Kova23? Two more madridistas to quarter finals#WorldCupƒ??
football,RT @aardodson: Me when Fox switches from the  #WorldCup to MLS https://t.co/NycFh7IuBE
football,power by EXO is the perfect choice ? #PowerByEXO #WorldCup #FIFAStadiumDJ #KAILeague@weareoneEXO @FIFAWorldCup
football,"RT @FIFAWorldCup: ""Weƒ??re looking strong going into the knockout stage"" ?We caught up with @CBF_Futebol's @Casemiro ahead of #BRAMEX#Worldƒ??"
football,Monster @weareoneEXO  @FIFAWorldCup #PowerByEXO #WorldCup #FIFAStadiumDJ #SuhoLeague
football,Saved 5 Off 10. RT If You Feel They're Best Goalkeepers Of This #WorldCup2018. ?? #WorldCup #CRODEN #DENCRO #Croatia #Denmark https://t.co/RgLshGO0Nj
football,"#LayLeague#PowerByEXO#WorldCup#FIFAStadiumDJ@FIFAWorldCup@weareoneEXOEXO-L is a family, a great family"
football,RT @goal: Danijel Subasic is the shootout hero as Croatia advance to the quarter-final! #WorldCup https://t.co/NkZp4g25he
football,"Am I the only person in the world who isn't concerned about the World Cup? I mean, people in @PuertoRicoPUR are SUFFERING &amp; innocent families are being SEPARATED &amp; DEPORTED by an openly #racist @POTUS, so you'll have to excuse me if I'm not concerned about #Soccer. #WorldCup ?"
football,"RT @GuardianNigeria: After missing Englandƒ??s last game against Belgium, Harry Kane is confident he can find the back of the net every timeƒ??"
football,@FIFAWorldCup Fake Love by @BTS_twt  would be amazing!!! #WorldCup #FIFAStadiumDJ
football,"RT @CCFCFan1927: People getting rightly excited over Mbappe after his performance at 19.Let's not forget though, the man they were hatingƒ??"
football,"Penalty-saves in #WorldCup Round of 16:3 - Subasic (out of 5 shots)3 - Schmeichel (out of 6 shots)2 - Akinfeev (out of 5 shots)0 - The best keeper in the world, David De Gea (out of 4 shots)."
football,RT @8bitfootball: The day of the goalkeepers! ?????? #WorldCup https://t.co/Jv6mg1M98q
football,RT @NewsBFM: South Korea have become the first Asian team to beat Germany in the history of World Cup. #WorldCup https://t.co/EEGPaT99Wh
football,EXO - POWER We are One@FIFAWorldCup @weareoneEXO #PowerByEXO #WorldCup #FIFAStadiumDJ #BaekhyunLeague
football,RT @_esutsureya: EXO my love ??ƒ?›?ƒ?›??@FIFAWorldCup @weareoneEXO #PowerByEXO #WorldCup #FIFAStadiumDJ #ChenLeague
football,RT @TheSporTalk: Heartbroken ? #ESPRUS #WorldCup #WorldCup2018 #ESP https://t.co/YBp4i1Hliz
football,RT @Yaris__omar: 106 oneplus 6 giveaway Enter here https://t.co/emngT9FMcZ#NXTUK #205Live #Android #sdlive #Maradona #WorldCup2018 #Worƒ??
football,The Man of the Day today in the World Cup.    Danijel Subasic of Croatia  with three saves in Penalty Kicks.  This was a performance that will go down in World Cup History.  He is a Croatian National Hero.  #CroatiavsDenmark #cro #Worldcup #CRODEN https://t.co/AJ06euUeZH
football,"RT @ChelseaFC: Christensen was earlier substituted, but nothing has separated #CRO and his #DEN side so far.It goes to extra-time. Who doƒ??"
football,RT @SiClancy: I know itƒ??s been an amazing World Cup but this is a bit too much excitement from Nacho. #worldcup https://t.co/PUCzb7nLP1
football,RT @FIFAWorldCup: ?????The moment hosts Russia booked a place in the #WorldCup quarter-finalsƒ??Those celebrations ?? Highlights  ? httpsƒ??
football,RT @TrollFootball: The #WorldCup of upsets https://t.co/lY4CU7fWYU
football,RT @balance_we: We got that power powerThrough this musicWhen we sing with one voice #LayLeague #PowerByEXO #WorldCup #FIFAStadiumDJ @FIFƒ??
football,RT @TSN_Sports: #CRO is moving on after Rakitic puts away the winning goal in the penalty shootout! #WorldCup https://t.co/6uEWYThjGn
football,RT @miseleccionmxEN: Please welcome our newest member to the Incondicionales family!!! ???Thank you for your support @Oprah!! ????We ?ƒ??
football,I hope u will play #PowerByEXO #WorldCup #FIFAStadiumDJ @weareoneEXO @FIFAWorldCup
football,RT @Panama_1703: We are true friends.Im crying.#???????????? #worldcup https://t.co/5ki3JxoNZB
football,"#LayLeague#PowerByEXO#WorldCup#FIFAStadiumDJ@FIFAWorldCup@weareoneEXOAnd every year, we make everything possible for support them"
football,RT @itvfootball: End of an era #ESP #WorldCup https://t.co/bCK2yIDiUs
football,10:00PM EDT - REGISTRATION OPEN NOW$10 CASH PRIZE | FREE ENTRY | GLOBAL | 1v1 | #FIFA18 | Default | 1nD#Playstation JOIN NOW  https://t.co/jT4jB09GAP#Xbox JOIN NOW  https://t.co/0asTxgJUm4#OnlineTournaments #CASH #Money #FIFA #WORLDCUP https://t.co/qnU2iRVI63
football,RT @miseleccionmxEN: Please welcome our newest member to the Incondicionales family!!! ???Thank you for your support @Oprah!! ????We ?ƒ??
football,"RT @FIFAWorldCup: As the group stage ends, we say farewell to 16 teams from this year's FIFA #WorldCup Thanks for the memories! #KSA #Eƒ??"
football,RT @haveigotnews: Russia secure most unexpected victory since 2016.#WorldCup https://t.co/V29ZBwYyz9
football,@IvonneMMI @FIFAWorldCup I know right?! Isnƒ??t it crazy. Welcome to the #WorldCup and the craziness it brings! Iƒ??m going to be cheering for #BEL Belgium ?? and the winner of the #COL Columbia ?? - #ENG England ??????? game as I like all those teams...
football,"RT @Bosslogic: So close, yet so far... #WorldCup #Cristiano #Ronaldo #Messi https://t.co/OMLo4C8hmd"
football,"RT @Bosslogic: So close, yet so far... #WorldCup #Cristiano #Ronaldo #Messi https://t.co/OMLo4C8hmd"
football,Lucky One @weareoneEXO  @FIFAWorldCup #PowerByEXO #WorldCup #FIFAStadiumDJ #SuhoLeague
football,RT @Footy_JokesOG: This is the man who knocked Denmark out of #WorldCup https://t.co/xeuv5bzqg7
football,Ye worldcup France ka hai ... mark it
football,"RT @OwlArtShop: Happy Birthday FIFA 2018 #card, #Mundial #printable #DIY downloadable Letter or A4 https://t.co/kjrLZUZdjK     via @Etsy  #ƒ??"
football,"RT @premierleague: He may have exited the #WorldCup, but Kasper Schmeichel is still a #DEN hero ? And we've seen his penalty-saving qualiƒ??"
football,RT @AnemixiR: One of my life dreams is have the opportunity to meet you~@weareoneEXO @FIFAWorldCup #PowerByEXO #WorldCup #FIFAStadiumDJ #ƒ??
football,RT @KasthuriShankar: Out of the world fans for an out of the world result; Russia being cheered on from space! #ESPRUS #WorldCup https://t.ƒ??
football,RT @MisterHeartz: GG GN and GL #WorldCup https://t.co/3j3w9aMLcy
football,RT @RTSportNews: #Zagreb erupts in joy after #Croatiaƒ??s nail-biting World Cup victory over Denmark (VIDEOS) - https://t.co/VPl3dCBsBP #Woƒ??
football,Danijel Subasic 2nd Goalkeeper In World Cup History To Save 3 Penalties In A Shootout. 1st Was Ricardo ?? vs England In 2006. Both Came On Same Day. ?? #WorldCup #CRODEN #DENCRO #Croatia #Denmark https://t.co/mn9SEIAvHm
football,RT @fussballerisch: French commentatorsƒ?? reaction to Pavardƒ??s goal is priceless.#FRA #FRAARG #WorldCup https://t.co/JCFx1uoE6C
football,RT @ddsportschannel: FIFA World Cup 2018: #Russia seizes its seat in the quarterfinals as #Spain crashes out for 4-3 in the penalty shoot oƒ??
football,"I wanna go with #Mex,but I feel #Bra are like #Federer. They never seem to lose to players or teams well below them in rankings. This #worldcup feels like #Rolandgarros2009, when #Soderling took out #Nadal in the fourth round, making it easier for #Federer to win that tourney."
football,"#WorldCup: Argentina ƒ?? first as farce, then as disgrace #FIFAWorldCup https://t.co/Nj5mbZZA6Y"
football,World Cup fever has hit @500bourke! Come down for your chance to win BIG... no VAR though ?? .....#promo #melbourne #event #work #worldcup #soccer #sports
football,RT @pyewaw: Spain have been knocked out of the world cup so that Messi and Ronaldo can play La Liga early ???#ESPRUS #WorldCup https://t.cƒ??
football,I guess this World Cup ?? is not for big countries. #worldcup #WorldCup18 #Worldcup2018Russia #WorldCupRussia
football,RT @premierleague: Pure drama.Despite Kasper Schmeichel's heroics for #DEN &amp; Mathias Zanka becoming Huddersfield's first ever #WorldCup sƒ??
football,RT @onxmyown: P O W E R.   BY.   EXO @FIFAWorldCup @weareoneEXO #PowerByEXO #WorldCup #FIFAStadiumDJ #ChenLeague
football,"I don't know who it was but someone really summed up the  coutinho vs isco debate. ""Isco is just all foreplay and no sex."" Before the worldcup I really couldn't choose between coutinho and isco as they are both gifted. I now believe coutinho's better because he's more effective"
football,"RT @mercadomagico: 4Th &amp; Heart: Butter Himalayan Salt Ghee, 9 Oz https://t.co/KXuoI3Xrvw #freeshipping #WorldCup #FancyFoodShow"
football,"RT @FIFAWorldCup: ?? | ""Japan have never made it past the last eight, so we want to get there"" ??? Can @jfa_samuraiblue reach the #WorldCuƒ??"
football,"RT @Nick_Metcalfe: When I arrived in St Petersburg today I was cold, hungry and disorientated. A few hours later I was jumping up and downƒ??"
football,RT @brfootball: A legend says goodbye to the #WorldCup ? https://t.co/9hR5qVfVPX
football,RT @FIFAWorldCup: ?????The moment hosts Russia booked a place in the #WorldCup quarter-finalsƒ??Those celebrations ?? Highlights  ? httpsƒ??
football,RT @FOXSports: Day 3 of the round of 16: RISE and SHINE with Brazil vs. Mexico at 9:00 AM ET! Followed by Belgium vs. Japan at 2:00 PM ET.ƒ??
football,#WorldCup #Spain #AndresIniestaWORLD CUP 2018 : ANDRES INIESTA RETIRES FROM SPAIN'S NATIONAL TEAM AFTER SHOCK DEFEAT TO RUSSIA ! https://t.co/903IOgz8nG
football,RT @TrollFootball: The #WorldCup of upsets https://t.co/lY4CU7fWYU
football,RT @ata_dizdar: Uruguay wowed the world at the 1924 and 1928 Olympics in soccer. FIFA created the #worldcup asa result of that and allows tƒ??
football,"RT @JuanSaaa: I hope the #WorldCup final is RUSSIA vs #MEX, and that Mexico wins.Thatƒ??ll 100% anger Trump."
football,"RT @TheRealStegui: When you're going for your ancestry in Basque Country, Spain for the #WorldCup ... but you also politically want to seeƒ??"
football,RT @Y_alex1D: Super lider hyung ?? ?­LO AMO!  @FIFAWorldCup play Power #PowerByEXO of @weareoneEXO #FIFAStadiumDJ #worldcup #KaiLeague httpsƒ??
football,RT @Panama_1703: We are true friends.Im crying.#???????????? #worldcup https://t.co/5ki3JxoNZB
football,RT @TrollFootball: The #WorldCup of upsets https://t.co/lY4CU7fWYU
football,RT @callmebabeex: please play power by exo ? #PowerByEXO #WorldCup #FIFAStadiumDJ #KAILeague@weareoneEXO @FIFAWorldCup
football,POWER@FIFAWorldCup @weareoneEXO #PowerByEXO #WorldCup #FIFAStadiumDJ #BaekhyunLeague
football,#CRO 1-1 #DEN#Croatia Beat #Denmark 3-2 In Penalty Shootout To Enter Quarter Finals.  Take A Bow For Danijel Subasic. Saved 3 Out Off 5. ?? #WorldCup #CRODEN #DENCRO https://t.co/s1QOpTTuaj
football,RT @MisterHeartz: GG GN and GL #WorldCup https://t.co/3j3w9aMLcy
football,RT @FIFAWorldCup: Kasper Schmeichel takes the final @Budweiser #ManoftheMatch award of the day ?#CRODEN #WorldCup https://t.co/2XfblBT7ki
football,RT @Donkingsmart: Guess what guys?? Ramos is already on the bike with ur two GOATS and ozil ???#ESPRUS #WorldCup https://t.co/MBbSNJJE2b
football,RT @mi_xiuchen: White noise@FIFAWorldCup @weareoneEXO #PowerByEXO #WorldCup #FIFAStadiumDJ #ChenLeague
football,RT @Beatriz7ZM: Power ??@FIFAWorldCup @weareoneEXO #PowerByEXO #WorldCup #FIFAStadiumDJ #ChenLeague
football,RT @SamsungMobile: Donƒ??t just show your support. Express it in all kinds of ways with AR Emoji Football Edition. Only on #GalaxyS9 and S9+.ƒ??
football,RT @ReutersSports: Spain's defeat clears path for fresh face in final https://t.co/V78FRDJlmM
football,Can I tell you a story of season?? Que cancion de EXO comienza con esa frase???Play #PowerByEXO #WorldCup #FIFAStadiumDJ #ChanyeolLeague @weareoneEXO @FIFAWorldCup
football,RT @onxmyown: Poweeeer @FIFAWorldCup @weareoneEXO #PowerByEXO #WorldCup #FIFAStadiumDJ #ChenLeague
football,"#LayLeague#PowerByEXO#WorldCup#FIFAStadiumDJ@FIFAWorldCup@weareoneEXOIt was really difficult for fandom, but we are stronger"
football,RT @FIFAWorldCup: Kasper Schmeichel takes the final @Budweiser #ManoftheMatch award of the day ?#CRODEN #WorldCup https://t.co/2XfblBT7ki
football,"RT @FIFAWorldCup: ""Weƒ??re looking strong going into the knockout stage"" ?We caught up with @CBF_Futebol's @Casemiro ahead of #BRAMEX#Worldƒ??"
football,RT @onxmyown: Poweeeeer @FIFAWorldCup @weareoneEXO #PowerByEXO #WorldCup #FIFAStadiumDJ #ChenLeague
football,RT @SBNation: After two days of the #WorldCup Round of 16: OUT: ? Argentina? Portugal? Spain? DenmarkMoving on: ? France? Uruguayƒ??
football,"RT @onxmyown: I SAY E X, YOU SAY O @FIFAWorldCup @weareoneEXO #PowerByEXO #WorldCup #FIFAStadiumDJ #ChenLeague"
football,RT @TheLaxingPanda: These #WorldCup games got me like https://t.co/Yi8VCdfvAc
football,RT @isabelamoner: I faced off with US soccer star @TimHowardGK and WON.?ÿ?@McDonalds @CocaCola!?ÿYOU too can win incredible FIFA #WorldCup prƒ??
football,RT @8bitfootball: The day of the goalkeepers! ?????? #WorldCup https://t.co/Jv6mg1M98q
football,RT @Durchiga: Proud moment for Dad #WorldCup #DEN https://t.co/A1JaUG5DYL
football,EXO EXO EXO EXO WE ARE ONE @FIFAWorldCup @weareoneEXO #PowerByEXO #WorldCup #FIFAStadiumDJ #BaekhyunLeague
football,The fact that LeBron has to announce his contract during the #WorldCup shows how much farther the NBA has to go
football,RT @Trumperland: #ESPRUS #WorldCup #SundayMorning #CanadaDayPenalty Kick For AmericaCanada Cheats America In Trade https://t.co/UtgSLJQƒ??
football,RT @Sporf: ?? Cristiano Ronaldo in #WorldCup knockout matches:? Minutes: 514? Goals: 0 ?? Lionel Messi in #WorldCup knockout matches:ƒ??
football,RT @Footy_JokesOG: ?? Kasper Schmeichel:Saves penalty in Extra TimeSaves 2 penalties in shootout.Still knocked out of the #WorldCupƒ??
football,RT @Nivea__mc: Things from #Brazil #Brasil #Copa2018 #worldcupBrazilian kissing culture can be confusing if you're from a country. It's anƒ??
football,Forever #PowerByEXO #WorldCup #FIFAStadiumDJ #ChanyeolLeague @weareoneEXO @FIFAWorldCup
football,RT @EmbassyofRussia: #Russia proceeds to the 1/4 finals as it wins against #Spain in 2018 #WorldCup 1st knockout stage (1/8 finals). Hard-eƒ??
football,RT @callmebabeex: Fighting ??#PowerByEXO #WorldCup #FIFAStadiumDJ #KAILeague@weareoneEXO @FIFAWorldCup
football,RT @8bitfootball: The day of the goalkeepers! ?????? #WorldCup https://t.co/Jv6mg1M98q
football,RT @FIFAWorldCup: Kasper Schmeichel takes the final @Budweiser #ManoftheMatch award of the day ?#CRODEN #WorldCup https://t.co/2XfblBT7ki
football,@chidajunsei3163 Kobe beef steak is all set?? #RIPMooby #VisselKobe #Mascot #AndresIniesta #JLeague #WorldCup
football,World Cup of Surprises! #WorldCup'18
football,RT @MisterHeartz: GG GN and GL #WorldCup https://t.co/3j3w9aMLcy
football,RT @BBCMOTD: Some serious goalkeeping heroics there.Danijel Subasic just went that one better ?#CRODEN #WorldCup https://t.co/YpA9AZIv4y
football,"Incredible. Simply incredible.Not sure we'll see a shoot-out like that again for a while! Five saves, but #CRO take it.#CRODEN #WorldCup https://t.co/9fHXeTIfPT"
football,RT @DaleJohnsonESPN: One of these nations will be in the #WorldCup final two weeks today:Colombia ??Croatia ??Denmark ??Englandƒ??
football,"RT @UNICEF: Our #GoalOfTheDay comes from Ali, 12, in Iraq ?Show your support for refugee &amp; migrant children by taking our #LongestGoal chƒ??"
football,RT @callmebabeex: Power ??#PowerByEXO #WorldCup #FIFAStadiumDJ #KAILeague@weareoneEXO @FIFAWorldCup
football,"RT @FIFAWorldCup: ?? | ""Japan have never made it past the last eight, so we want to get there"" ??? Can @jfa_samuraiblue reach the #WorldCuƒ??"
football,"@joanneclifton @FlashdanceUK @KoreanAir_KE While you're there, shake a few peoples hands for their football team knocking Ze Germans out of the #WorldCup ?? England will not lose to those boys on penalties this time! ?"
football,RT @miseleccionmxEN: Please welcome our newest member to the Incondicionales family!!! ???Thank you for your support @Oprah!! ????We ?ƒ??
football,RT @TrueSccrLife: Peter Schmeichel reacting to his sons penalty save is one of the best moments in this #WorldCup #CRODEN https://t.co/Fbomƒ??
football,RT @TrollFootball: The #WorldCup of upsets https://t.co/lY4CU7fWYU
football,"RT @premierleague: He may have exited the #WorldCup, but Kasper Schmeichel is still a #DEN hero ? And we've seen his penalty-saving qualiƒ??"
football,"RT @hdotjones: Forget Pavard's goal, Mbapp??'s run or that Iranian thrown-in... Slaven Bilic mugging off Martin O'Neill is the moment of theƒ??"
football,Sounds kinda like a #WorldCup update... https://t.co/IjrXuOe1P4
football,Probably wouldnƒ??t change the world or anyoneƒ??s life but... Dejan Lovren is in the #WorldCup Quarter Final and Sergio Ramos is not ? #CRO #LFC #YNWA https://t.co/FYUoy7SeTO
football,"#LayLeague#PowerByEXO#WorldCup#FIFAStadiumDJ@FIFAWorldCup@weareoneEXOBut, 3 members (EXO-M) left the group"
football,RT @miseleccionmxEN: Please welcome our newest member to the Incondicionales family!!! ???Thank you for your support @Oprah!! ????We ?ƒ??
football,RT @_harshalB: Best moment ever @TheRedmenTV #WorldCup https://t.co/iUH5so7zMb
football,RT @MandyJimenezK: You can Call me Monster ????.Please play #PowerByEXO of@weareoneEXO #WorldCup #FIFAStadiumDJ@FIFAWorldCup#SuhoLƒ??
football,RT @adriandelmonte: ?? Colombiaƒ??s stress levels ahead of England #WorldCup clash: 0??????https://t.co/7l4IC037c4
football,RT @GailLv21: We are one @FIFAWorldCup @weareoneEXO #PowerByEXO #WorldCup #FIFAStadiumDJ #ChenLeague
football,@RichEisenShow @richeisen @chrisbrockman @MichaelDelTufo does this #LAbron news interrupt the #WorldCup news?
football,RT @India_AllSports: Italy and Netherlands didn't qualify; Argentina OUT Germany OUT Portugal OUT Spain OUT And we are just in Pre-QFƒ??
football,"RT @LaureusSport: Kylian Mbapp?? will donate everything he earns with #FRA at the #WorldCup to charity. This will add up to ƒ?ª20,000 per gameƒ??"
football,RT @8bitfootball: The day of the goalkeepers! ?????? #WorldCup https://t.co/Jv6mg1M98q
football,RT @Sporf: ?? David De Gea has faced seven shots on target at the 2018 #WorldCup ?? Goal?? Goal?? Goal?? Goal? Saved?? Goal?? Goalƒ??
football,RT @lutsekeZA: IF THERE WERE XHOSA COMMENTATORS AT THE #WorldCup ?????? #worldcup2018 https://t.co/xyO2qPqTxi
football,RT @TheMilanBible: Ivan Strinic played 80 minutes in Croatia's penalty shootout win over Denmark.Congratulations to Strinic and his Croatƒ??
football,RT @Panama_1703: We are true friends.Im crying.#???????????? #worldcup https://t.co/5ki3JxoNZB
football,RT @FIFAWorldCup: Are you sitting comfortably for #ESPRUS?All you need is right here ?TV listings ? https://t.co/xliHcxWvEO Live Blogƒ??
football,RT @RMadridHome_: Real Madrid players still in the #WorldCup:ƒ?› Raphael Varane #FRAƒ?› Luka Modric #CROƒ?› Mateo Kovacic #CROƒ?› Marcelo #BRAƒ??
football,RT @NizaarKinsella: How Russian journalists reacted to their country's win over Spain. Pretty amazing reactions to the penalty shootout winƒ??
football,RT @Sporf: ??????? @England's route to #WorldCup Final:Round of 16:?? ColombiaQuarter-Finals??Switzerland or ??Sweden Semi-Finals:ƒ??
football,"RT @metrosportHQ: He's out, they're out, he might be out. Tomorrow morning, this'll be out. #WorldCup #Wimbledon #TdF https://t.co/B7niUAooƒ??"
football,RT @TimHowardGK: Excited about @cocacola and @mcdonalds teaming up for the FIFA #WorldCup! Find out how you can cheer your favorite team anƒ??
football,#Croatia 3-2 #Denmark On Penalties #WorldCup2018 #Russia2018 #WorldCup #CRODEN @lukamodric10 @ivanrakitic https://t.co/52TcVOf581
football,Both games go to penalty kicks?!  This #WorldCup is intense.
football,"RT @billboard: GOT7's ""THE New Era"" at No. 1 on Billboard Japan #Hot100 as the #WorldCup boosts Suchmos https://t.co/VhsCTaxAUw https://t.cƒ??"
football,RT @MisterHeartz: GG GN and GL #WorldCup https://t.co/3j3w9aMLcy
football,RT @lutsekeZA: IF THERE WERE XHOSA COMMENTATORS AT THE #WorldCup ?????? #worldcup2018 https://t.co/xyO2qPqTxi
football,RT @ny_amecha: SPAIN ????https://t.co/HVkHjWo0NR#ESPRUS #RUS#WorldCup
football,RT @ChelseaFC: A day to remember for @nglkante and @_OlivierGiroud_! ?? #FRA #WorldCuphttps://t.co/CNzm7CWfMn
football,RT @Footy_JokesOG: One of the best pictures of #WorldCup ? https://t.co/AJTBwNlWAu
football,RT @ata_dizdar: Uruguay wowed the world at the 1924 and 1928 Olympics in soccer. FIFA created the #worldcup asa result of that and allows tƒ??
football,RT @Undisputed_Jsam: Ilya Kutepov played with an heart of Lion in that #RUS defence. The spartak Moscow man delivered a classic performanceƒ??
football,"RT @Bosslogic: So close, yet so far... #WorldCup #Cristiano #Ronaldo #Messi https://t.co/OMLo4C8hmd"
football,RT @MisterHeartz: GG GN and GL #WorldCup https://t.co/3j3w9aMLcy
football,RT @9GAGFootball: ?? Kasper Schmeichel vs Croatia:? Saves penalty in Extra Time? Saves 2 penalties in shootout.? Still knocked out ofƒ??
football,"RT @FIFAWorldCup: ?? | ""Japan have never made it past the last eight, so we want to get there"" ??? Can @jfa_samuraiblue reach the #WorldCuƒ??"
football,RT @TrollFootball: The #WorldCup of upsets https://t.co/lY4CU7fWYU
football,"Hear me out. If Putin won the American election, that makes Russian citizens also American citizens. Making the Russian #WorldCup team USA citizens as well. They win the World Cup AKA USA wins the World Cup. Itƒ??s great to be an American soccer fan!!! ??"
football,RT @Footy_WAGs: #ESP #WorldCup Performance#ESPRUS 18+ ?? https://t.co/7RvDW8VLWI
football,"RT @cricketwallah: Moral of story from Spain's debacle v Russia: Passes and ball possession don't win matches, goals do. (And heroic defencƒ??"
football,RT @miseleccionmxEN: Please welcome our newest member to the Incondicionales family!!! ???Thank you for your support @Oprah!! ????We ?ƒ??
football,RT @OptaJoe: 2 - This was only the second ever day in which two World Cup games were both decided by a penalty shootout ƒ?? the other was onƒ??
football,"RT @HNS_CFF: ? #WorldCup quarterfinals, here we come!#CRO #BeProud #CRODEN #Family #Vatreni https://t.co/PPmDYfNkLE"
football,RT @MisterHeartz: GG GN and GL #WorldCup https://t.co/3j3w9aMLcy
football,RT @WorldCupFootby: Funny ??#WorldCup https://t.co/Scq3U3IOYT
football,"#Israeli war Education Monster Naftali Bennett threatens to murder any #Palestinian #children,even if they are 8 years oldOn #Friday IOF sniper blown off Yaser head to pieces with Butterfly Bullet ,#Children #GreatReturnMarch #WorldCup #Jewish  #???????2018 #CanadaDay #ESPRUS https://t.co/GXDZVlFWcH"
football,"RT @MotoGP: All done and dusted at the #DutchGP, next up is the #GermanGP - the same weekend as the #WorldCup final! We guess @marcmarqueƒ??"
football,"RT @Datzmenoni: Germany OutArgentina OutPortugal OutSpain Out 2nd Samuel 1:27 ""Oh, how the mighty heroes have fallen! Stripped of theiƒ??"
football,"RT @Alex_Houseof308: #FRAARG #WorldCupA short story involving Nigeria, Argentina and France https://t.co/P0JPwvUhbv"
football,RT @9GAGFootball: Half Time score update from Diego Maradona!#FRAARG #WorldCup https://t.co/7wK4roisnn
